startsecond	text
991.16	But we've also discovered, when it comes to plants, in plants,
996.16	as much as we understand and are starting to understand their genomes,
1000.16	it is the ecosystem around them,
1003.16	it is the microbes that live in their root systems,
1006.16	that have just as much impact on the character of those plants
1010.16	as the metabolic pathways of the plants themselves.
1014.16	If you take a closer look at a root system,
1017.16	you will find there are many, many, many diverse microbial colonies.
1021.16	This is not big news to viticulturists;
1023.16	they have been, you know, concerned with water and fertilization.
1027.16	And, again, this is, sort of, my notion of shit-against-the-wall pharmacology:
1033.16	you know certain fertilizers make the plant more healthy so you put more in.
1037.16	You don't necessarily know with granularity
1041.16	exactly what organisms are providing what flavors and what characteristics.
1047.16	We can start to figure that out.
1050.16	We all talk about terroir; we worship terroir; 
1053.16	we say, Wow, is my terroir great! It's so special.
1056.16	I've got this piece of land and it creates terroir like you wouldn't believe.
1060.16	Well, you know, we really, we argue and debate about it --
1064.16	we say it's climate, it's soil, it's this. Well, guess what?
1067.16	We can figure out what the heck terroir is.
1070.16	It's in there, waiting to be sequenced.
1073.16	There are thousands of microbes there.
1075.16	They're easy to sequence: unlike a human,
1077.16	they, you know, have a thousand, two thousand genes;
1079.16	we can figure out what they are.
1081.16	All we have to do is go around and sample, dig into the ground, find those bugs,
1088.16	sequence them, correlate them to the kinds of characteristics we like and don't like --
1093.16	that's just a big database -- and then fertilize.
1096.16	And then we understand what is terroir.
1100.16	So, some people will say, Oh, my God, are we playing God?
1102.16	Are we now, if we engineer organisms, are we playing God?
1107.16	And, you know, people would always ask James Watson --
1110.16	he's not always the most politically correct guy ...
1112.16	(Laughter)
1113.16	"... and they would say, ""Are, you know, are you playing God?"""
1118.16	And he had the best answer I ever heard to this question:
1121.16	"""Well, somebody has to."""
1123.16	(Laughter)
1126.16	I consider myself a very spiritual person,
1130.16	and without, you know, the organized religion part,
1133.16	and I will tell you: I don't believe there's anything unnatural.
1137.16	I don't believe that chemicals are unnatural.
1141.16	I told you I'm going to make some of you puke.
1143.16	It's very simple: we don't invent molecules, compounds.
1147.16	They're here. They're in the universe.
1149.16	We reorganize things, we change them around,
1152.16	but we don't make anything unnatural.
1155.16	Now, we can create bad impacts --
1157.16	we can poison ourselves; we can poison the Earth --
1159.16	but that's just a natural outcome of a mistake we made.
1163.16	So, what's happening today is, Nature is presenting us with a toolbox,
1167.16	and we find that this toolbox is very extensive.
1171.16	There are microbes out there that actually make gasoline, believe it or not.
1175.16	There are microbes, you know -- go back to yeast.
1177.16	These are chemical factories;
1179.16	the most sophisticated chemical factories are provided by Nature,
1183.16	and we now can use those.
1186.16	There also is a set of rules.
1188.16	Nature will not allow you to --
1191.16	we could engineer a grape plant, but guess what.
1193.16	We can't make the grape plant produce babies.
1195.16	Nature has put a set of rules out there.
1198.16	We can work within the rules; we can't break the rules;
1201.16	we're just learning what the rules are.
1203.16	I just ask the question, if you could cure all disease --
1207.16	if you could make disease go away,
1209.16	because we understand how it actually works,
1211.16	if we could end hunger by being able to create nutritious, healthy plants
1216.16	that grow in very hard-to-grow environments,
1219.16	if we could create clean and plentiful energy --
1222.16	we, right in the labs at Synthetic Genomics,
1225.16	have single-celled organisms that are taking carbon dioxide
1229.16	and producing a molecule very similar to gasoline.
1233.16	So, carbon dioxide -- the stuff we want to get rid of -- not sugar, not anything.
1238.16	Carbon dioxide, a little bit of sunlight,
1241.16	you end up with a lipid that is highly refined.
1246.16	We could solve our energy problems; we can reduce CO2,;
1250.16	we could clean up our oceans; we could make better wine.
1253.16	If we could, would we?
1256.16	Well, you know, I think the answer is very simple:
1259.16	working with Nature, working with this tool set that we now understand,
1264.16	is the next step in humankind's evolution.
1267.16	And all I can tell you is, stay healthy for 20 years.
1271.16	If you can stay healthy for 20 years, you'll see 150, maybe 300.
1274.16	Thank you.
