startsecond	text
613.16	and realize a whole bunch of different representations.
616.16	So what I'm going to do is show you
618.16	the distribution of matter as a function of scales.
620.16	We're going to zoom in, but this is a plot of what it is.
623.16	And we had to add one more thing to make the universe come out right.
627.16	It's called dark matter.
629.16	That is matter that doesn't interact with light
630.16	the typical way that ordinary matter does,
632.16	the way the light's shining on me or on the stage.
635.16	It's transparent to light, but in order for you to see it,
637.16	we're going to make it white. OK?
639.16	So the stuff that's in this picture that's white, that is the dark matter.
642.16	It should be called invisible matter,
644.16	but the dark matter we've made visible.
646.16	And the stuff that is in the yellow color,
649.16	that is the ordinary kind of matter that's turned into stars and galaxies.
653.16	So I'll show you the next movie.
655.16	So this -- we're going to zoom in.
658.16	Notice this pattern and pay attention to this pattern.
660.16	We're going to zoom in and zoom in.
664.16	And you'll see there are all these filaments and structures and voids.
668.16	And when a number of filaments come together in a knot,
671.16	that makes a supercluster of galaxies.
673.16	This one we're zooming in on
675.16	is somewhere between 100,000 and a million galaxies in that small region.
678.16	So we live in the boonies.
679.16	We don't live in the center of the solar system,
682.16	we don't live in the center of the galaxy
683.16	and our galaxy's not in the center of the cluster.
686.16	So we're zooming in.
688.16	This is a region which probably has more than 100,000,
690.16	on the order of a million galaxies in that region.
693.16	We're going to keep zooming in. OK.
696.16	And so I forgot to tell you the scale.
698.16	A parsec is 3.26 light years.
701.16	So a gigaparsec is three billion light years -- that's the scale.
704.16	So it takes light three billion years to travel over that distance.
707.16	Now we're into a distance sort of between here and here.
710.16	That's the distance between us and Andromeda, right?
713.16	These little specks that you're seeing in here, they're galaxies.
718.16	Now we're going to zoom back out,
722.16	and you can see this structure that,
725.16	when we get very far out, looks very regular,
727.16	but it's made up of a lot of irregular variations.
730.16	So they're simple building blocks.
732.16	There's a very simple fluid to begin with.
734.16	It's got dark matter, it's got ordinary matter,
738.16	it's got photons and it's got neutrinos,
741.16	which don't play much role in the later part of the universe.
744.16	And it's just a simple fluid and it, over time,
748.16	develops into this complicated structure.
751.16	And so you know when you first saw this picture,
755.16	it didn't mean quite so much to you.
757.16	Here you're looking across one percent of the volume of the visible universe
762.16	and you're seeing billions of galaxies, right, and nodes,
765.16	but you realize they're not even the main structure.
767.16	There's a framework, which is the dark matter, the invisible matter,
770.16	that's out there that's actually holding it all together.
773.16	So let's fly through it, and you can see how much harder it is
777.16	when you're in the middle of something to figure this out.
779.16	So here's that same end result.
781.16	You see a filament,
783.16	you see the light is the invisible matter,
786.16	and the yellow is the stars or the galaxies showing up.
790.16	And we're going to fly around, and we'll fly around,
792.16	and you'll see occasionally a couple of filaments intersect,
795.16	and you get a large cluster of galaxies.
797.16	And then we'll fly in to where the very large cluster is,
800.16	and you can see what it looks like.
803.16	And so from inside, it doesn't look very complicated, right?
806.16	It's only when you look at it at a very large scale,
809.16	and explore it and so forth, you realize it's a very intricate,
812.16	complicated kind of a design, right?
815.16	And it's grown up in some kind of way.
819.16	So the question is,
821.16	how hard would it be to assemble this, right?
826.16	How big a contractor team would you need
828.16	to put this universe together, right?
830.16	That's the issue, right?
833.16	And so here we are.
835.16	You see how the filament --
837.16	you see how several filaments are coming together,
839.16	therefore making this supercluster of galaxies.
843.16	And you have to understand, this is not how it would actually look
846.16	if you -- first, you can't travel this fast,
848.16	everything would be distorted,
849.16	but this is using simple rendering and graphic arts kind of stuff.
855.16	This is how, if you took billions of years to go around,
858.16	it might look to you, right?
859.16	And if you could see invisible matter, too.
862.16	And so the idea is, you know, how would you put together the universe
868.16	in a very simple way?
869.16	We're going to start and realize that the entire visible universe,
874.16	everything we can see in every direction with the Hubble Space Telescope
877.16	plus our other instruments,
878.16	was once in a region that was smaller than an atom.
883.16	It started with tiny quantum mechanical fluctuations,
885.16	but expanding at a tremendous rate.
887.16	And those fluctuations
