startsecond	text
744.26	for what we'll see.
746.26	Luckily we're at this safe distance in Long Beach, California.
748.26	And surely, somewhere in the universe
750.26	two black holes have merged.
752.26	And surely, the space around us
754.26	is ringing
756.26	after traveling maybe a million light years, or a million years,
759.26	at the speed of light to get to us.
762.26	But the sound is too quiet for any of us to ever hear.
765.26	There are very industrious experiments being built on Earth --
768.26	one called LIGO --
770.26	which will detect deviations
772.26	in the squeezing and stretching of space
775.26	at less than the fraction of a nucleus of an atom
778.26	over four kilometers.
780.26	It's a remarkably ambitious experiment,
782.26	and it's going to be at advanced sensitivity
784.26	within the next few years -- to pick this up.
787.26	There's also a mission proposed for space,
789.26	which hopefully will launch in the next ten years,
791.26	called LISA.
793.26	And LISA will be able to see super-massive black holes --
796.26	black holes millions or billions of times
799.26	the mass of the Sun.
801.26	In this Hubble image, we see two galaxies.
804.26	They look like they're frozen in some embrace.
807.26	And each one probably harbors
809.26	a super-massive black hole at its core.
812.26	But they're not frozen;
814.26	they're actually merging.
816.26	These two black holes are colliding,
818.26	and they will merge over a billion-year time scale.
821.26	It's beyond our human perception
823.26	to pick up a song of that duration.
826.26	But LISA could see the final stages
828.26	of two super-massive black holes
830.26	earlier in the universe's history,
832.26	the last 15 minutes before they fall together.
835.26	And it's not just black holes,
837.26	but it's also any big disturbance in the universe --
840.26	and the biggest of them all is the Big Bang.
842.26	When that expression was coined, it was derisive --
845.26	"like, ""Oh, who would believe in a Big Bang?"""
847.26	But now it actually might be more technically accurate
849.26	because it might bang.
851.26	It might make a sound.
853.26	This animation from my friends at Proton Studios
856.26	shows looking at the Big Bang from the outside.
858.26	We don't ever want to do that actually. We want to be inside the universe
861.26	because there's no such thing as standing outside the universe.
864.26	So imagine you're inside the Big Bang.
866.26	It's everywhere, it's all around you,
868.26	and the space is wobbling chaotically.
870.26	Fourteen billion years pass
872.26	and this song is still ringing all around us.
875.26	Galaxies form,
877.26	and generations of stars form in those galaxies,
879.26	and around one star,
881.26	at least one star,
883.26	is a habitable planet.
885.26	And here we are frantically building these experiments,
888.26	doing these calculations, writing these computer codes.
890.26	Imagine a billion years ago,
893.26	two black holes collided.
895.26	That song has been ringing through space
897.26	for all that time.
899.26	We weren't even here.
901.26	It gets closer and closer --
905.26	It's like hurry, build your instruments.
907.26	It's getting closer and closer, and in 20 ...
910.26	whatever year it will be
912.26	when our detectors are finally at advanced sensitivity --
914.26	we'll build them, we'll turn on the machines
916.26	and, bang, we'll catch it -- the first song from space.
919.26	If it was the Big Bang we were going to pick up,
921.26	it would sound like this.
923.26	(Static) It's a terrible sound.
926.26	It's literally the definition of noise.
928.26	It's white noise; it's such a chaotic ringing.
930.26	But it's around us everywhere, presumably,
933.26	if it hasn't been wiped out
935.26	by some other process in the universe.
937.26	And if we pick it up, it will be music to our ears
940.26	because it will be the quiet echo
942.26	of that moment of our creation,
944.26	of our observable universe.
946.26	So within the next few years,
948.26	we'll be able to turn up the soundtrack a little bit,
951.26	render the universe in audio.
954.26	But if we detect those earliest moments,
957.26	it'll bring us that much closer
959.26	to an understanding of the Big Bang,
961.26	which brings us that much closer
964.26	to asking some of the hardest, most elusive, questions.
967.26	If we run the movie of our universe backwards,
970.26	we know that there was a Big Bang in our past,
973.26	and we might even hear the cacophonous sound of it,
977.26	but was our Big Bang the only Big Bang?
979.26	I mean we have to ask, has it happened before?
982.26	Will it happen again?
984.26	I mean, in the spirit of rising to TED's challenge
987.26	to reignite wonder,
989.26	we can ask questions, at least for this last minute,
992.26	that honestly might evade us forever.
994.26	But we have to ask:
996.26	Is it possible that our universe
998.26	is just a plume off of some greater history?
1001.26	Or, is it possible that we're just a branch off of a multiverse --
1005.26	each branch with its own Big Bang in its past --
1009.26	maybe some of them with black holes playing drums,
1011.26	maybe some without --
1013.26	maybe some with sentient life, and maybe some without --
1016.26	not in our past, not in our future,
1018.26	but somehow fundamentally connected to us?
1021.26	So we have to wonder, if there is a multiverse,
1023.26	in some other patch of that multiverse,
1025.26	are there creatures?
1027.26	Here's my multiverse creatures.
1029.26	Are there other creatures in the multiverse,
1031.26	wondering about us
1033.26	and wondering about their own origins?
1036.26	And if they are,
1038.26	I can imagine them as we are,
1041.26	calculating, writing computer code,
1043.26	building instruments,
1045.26	trying to detect that faintest sound
1048.26	of their origins
1050.26	and wondering who else is out there.
1052.26	Thank you. Thank you.
1055.26	(Applause)
